
Series anuales. Hechos conocidos
Hechos conocidos por provincias, tipología penal y periodo.
Unidades: Hechos conocidos

,2012,
    2. CONTRA LA LIBERTAD,341.0,
    2.1.-Malos tratos habituales en el ámbito familiar,174.0,
    2.2.-Otros contra la libertad,167.0,
    3. LIBERTAD SEXUAL,69.0,
    3.1.-Agresión sexual,19.0,
    3.2.-Agresión sexual con penetración,8.0,
    3.3.-Corrupción de menores o incapacitados,4.0,
    3.4.-Pornografía de menores,4.0,
    3.5.-Otros contra la libertad e indemnidad sexual,34.0,
    4. RELACIONES FAMILIARES,83.0,
    5. PATRIMONIO,10708.0,
    5.1.-Hurtos,4038.0,
    5.2.-Robos con fuerza en las cosas,3271.0,
    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,479.0,
    5.2.2.-Robos con fuerza en viviendas,1063.0,
    5.2.3.-Robos con fuerza en establecimientos,453.0,
    5.3.-Robos con violencia o intimidación,304.0,
    5.3.1.-Robos con violencia en vía pública,176.0,
    5.3.2.-Robos con violencia en viviendas,33.0,
    5.3.3.-Robos con violencia en establecimientos,69.0,
    5.4.-Sustracción de vehículos,219.0,
    5.5.-Estafas,903.0,
    5.5.1.-Estafas bancarias,99.0,
    5.6.-Daños,1791.0,
    5.7.-Contra la propiedad intelectual/industrial,8.0,
    5.8.-Blanqueo de capitales,0.0,
    5.9.-Otros contra el patrimonio,174.0,
    6. SEGURIDAD COLECTIVA,883.0,
    6.1.-Tráfico de drogas,108.0,
    6.2.-Contra la seguridad vial,742.0,
    6.3.-Otros contra la seguridad colectiva,33.0,
    7. FALSEDADES,141.0,
    8. ADMÓN. PÚBLICA,0.0,
    9. ADMÓN. JUSTICIA,291.0,
    10. ORDEN PÚBLICO,304.0,
    11. LEGISLACIÓN ESPECIAL,0.0,
    12. OTRAS INFRACCIONES PENALES,51.0,
    TOTAL INFRACCIONES PENALES,15837.0,
Córdoba,
    1. CONTRA LAS PERSONAS,4958.0,
    1.1.-Homicidios dolosos/asesinatos,10.0,
    1.1.1.-Homicidios dolosos/asesinatos consumados,2.0,
    1.2.-Lesiones,1763.0,
    1.3.-Malos tratos ámbito familiar,888.0,
    1.4.-Otros contra las personas,2297.0,
    2. CONTRA LA LIBERTAD,529.0,
    2.1.-Malos tratos habituales en el ámbito familiar,272.0,
    2.2.-Otros contra la libertad,257.0,
    3. LIBERTAD SEXUAL,98.0,
    3.1.-Agresión sexual,17.0,
    3.2.-Agresión sexual con penetración,18.0,
    3.3.-Corrupción de menores o incapacitados,0.0,
    3.4.-Pornografía de menores,8.0,
    3.5.-Otros contra la libertad e indemnidad sexual,55.0,
    4. RELACIONES FAMILIARES,176.0,
    5. PATRIMONIO,21181.0,
    5.1.-Hurtos,9469.0,
    5.2.-Robos con fuerza en las cosas,5534.0,
    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,1734.0,
    5.2.2.-Robos con fuerza en viviendas,1545.0,
    5.2.3.-Robos con fuerza en establecimientos,713.0,
    5.3.-Robos con violencia o intimidación,962.0,
    5.3.1.-Robos con violencia en vía pública,729.0,
    5.3.2.-Robos con violencia en viviendas,54.0,
    5.3.3.-Robos con violencia en establecimientos,87.0,
    5.4.-Sustracción de vehículos,551.0,
    5.5.-Estafas,972.0,
    5.5.1.-Estafas bancarias,76.0,
    5.6.-Daños,3491.0,
    5.7.-Contra la propiedad intelectual/industrial,17.0,
    5.8.-Blanqueo de capitales,0.0,
    5.9.-Otros contra el patrimonio,185.0,
    6. SEGURIDAD COLECTIVA,1496.0,
    6.1.-Tráfico de drogas,133.0,
    6.2.-Contra la seguridad vial,1341.0,
    6.3.-Otros contra la seguridad colectiva,22.0,
    7. FALSEDADES,108.0,
    8. ADMÓN. PÚBLICA,3.0,
    9. ADMÓN. JUSTICIA,426.0,
    10. ORDEN PÚBLICO,436.0,
    11. LEGISLACIÓN ESPECIAL,2.0,
    12. OTRAS INFRACCIONES PENALES,103.0,
    TOTAL INFRACCIONES PENALES,29516.0,
Coruña (A),
    1. CONTRA LAS PERSONAS,5794.0,
    1.1.-Homicidios dolosos/asesinatos,23.0,
    1.1.1.-Homicidios dolosos/asesinatos consumados,6.0,
    1.2.-Lesiones,2346.0,
    1.3.-Malos tratos ámbito familiar,945.0,
    1.4.-Otros contra las personas,2480.0,
    2. CONTRA LA LIBERTAD,767.0,
    2.1.-Malos tratos habituales en el ámbito familiar,297.0,
    2.2.-Otros contra la libertad,470.0,
    3. LIBERTAD SEXUAL,134.0,
    3.1.-Agresión sexual,27.0,
    3.2.-Agresión sexual con penetración,15.0,
    3.3.-Corrupción de menores o incapacitados,3.0,
    3.4.-Pornografía de menores,10.0,
    3.5.-Otros contra la libertad e indemnidad sexual,79.0,
    4. RELACIONES FAMILIARES,80.0,
    5. PATRIMONIO,23749.0,
    5.1.-Hurtos,10112.0,
    5.2.-Robos con fuerza en las cosas,5207.0,
    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,1487.0,
    5.2.2.-Robos con fuerza en viviendas,1511.0,
    5.2.3.-Robos con fuerza en establecimientos,1068.0,
    5.3.-Robos con violencia o intimidación,635.0,
    5.3.1.-Robos con violencia en vía pública,369.0,
    5.3.2.-Robos con violencia en viviendas,52.0,
    5.3.3.-Robos con violencia en establecimientos,116.0,
    5.4.-Sustracción de vehículos,670.0,
    5.5.-Estafas,1877.0,
    5.5.1.-Estafas bancarias,171.0,
    5.6.-Daños,4750.0,
    5.7.-Contra la propiedad intelectual/industrial,14.0,
    5.8.-Blanqueo de capitales,2.0,
    5.9.-Otros contra el patrimonio,482.0,
    6. SEGURIDAD COLECTIVA,1958.0,
    6.1.-Tráfico de drogas,134.0,
    6.2.-Contra la seguridad vial,1783.0,
    6.3.-Otros contra la seguridad colectiva,41.0,
    7. FALSEDADES,236.0,
    8. ADMÓN. PÚBLICA,3.0,
    9. ADMÓN. JUSTICIA,456.0,
    10. ORDEN PÚBLICO,599.0,
    11. LEGISLACIÓN ESPECIAL,0.0,
    12. OTRAS INFRACCIONES PENALES,96.0,
    TOTAL INFRACCIONES PENALES,33872.0,
Cuenca,
    1. CONTRA LAS PERSONAS,1107.0,
    1.1.-Homicidios dolosos/asesinatos,4.0,
    1.1.1.-Homicidios dolosos/asesinatos consumados,2.0,
    1.2.-Lesiones,452.0,
    1.3.-Malos tratos ámbito familiar,196.0,
    1.4.-Otros contra las personas,455.0,
    2. CONTRA LA LIBERTAD,123.0,
    2.1.-Malos tratos habituales en el ámbito familiar,48.0,
    2.2.-Otros contra la libertad,75.0,
    3. LIBERTAD SEXUAL,29.0,
    3.1.-Agresión sexual,8.0,
    3.2.-Agresión sexual con penetración,7.0,
    3.3.-Corrupción de menores o incapacitados,2.0,
    3.4.-Pornografía de menores,3.0,
    3.5.-Otros contra la libertad e indemnidad sexual,9.0,
    4. RELACIONES FAMILIARES,9.0,
    5. PATRIMONIO,4485.0,
    5.1.-Hurtos,1653.0,
    5.2.-Robos con fuerza en las cosas,1385.0,
    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,253.0,
    5.2.2.-Robos con fuerza en viviendas,410.0,
    5.2.3.-Robos con fuerza en establecimientos,206.0,
    5.3.-Robos con violencia o intimidación,82.0,
    5.3.1.-Robos con violencia en vía pública,49.0,
    5.3.2.-Robos con violencia en viviendas,5.0,
    5.3.3.-Robos con violencia en establecimientos,10.0,
    5.4.-Sustracción de vehículos,73.0,
    5.5.-Estafas,263.0,
    5.5.1.-Estafas bancarias,19.0,
    5.6.-Daños,955.0,
    5.7.-Contra la propiedad intelectual/industrial,3.0,
    5.8.-Blanqueo de capitales,0.0,
    5.9.-Otros contra el patrimonio,71.0,
    6. SEGURIDAD COLECTIVA,389.0,
    6.1.-Tráfico de drogas,29.0,
    6.2.-Contra la seguridad vial,350.0,
    6.3.-Otros contra la seguridad colectiva,10.0,
    7. FALSEDADES,53.0,
    8. ADMÓN. PÚBLICA,1.0,
    9. ADMÓN. JUSTICIA,80.0,
    10. ORDEN PÚBLICO,88.0,
    11. LEGISLACIÓN ESPECIAL,0.0,
    12. OTRAS INFRACCIONES PENALES,26.0,
    TOTAL INFRACCIONES PENALES,6390.0,
Girona,
    1. CONTRA LAS PERSONAS,4681.0,
    1.1.-Homicidios dolosos/asesinatos,33.0,
    1.1.1.-Homicidios dolosos/asesinatos consumados,13.0,
    1.2.-Lesiones,1647.0,
    1.3.-Malos tratos ámbito familiar,1020.0,
    1.4.-Otros contra las personas,1981.0,
    2. CONTRA LA LIBERTAD,898.0,
    2.1.-Malos tratos habituales en el ámbito familiar,189.0,
    2.2.-Otros contra la libertad,709.0,
    3. LIBERTAD SEXUAL,167.0,
    3.1.-Agresión sexual,31.0,
    3.2.-Agresión sexual con penetración,25.0,
    3.3.-Corrupción de menores o incapacitados,2.0,
    3.4.-Pornografía de menores,9.0,
    3.5.-Otros contra la libertad e indemnidad sexual,100.0,
    4. RELACIONES FAMILIARES,402.0,
    5. PATRIMONIO,33852.0,
    5.1.-Hurtos,13828.0,
    5.2.-Robos con fuerza en las cosas,10641.0,
    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,3438.0,
    5.2.2.-Robos con fuerza en viviendas,3714.0,
    5.2.3.-Robos con fuerza en establecimientos,0.0,
    5.3.-Robos con violencia o intimidación,1038.0,
    5.3.1.-Robos con violencia en vía pública,4.0,
    5.3.2.-Robos con violencia en viviendas,12.0,
    5.3.3.-Robos con violencia en establecimientos,1.0,
    5.4.-Sustracción de vehículos,816.0,
    5.5.-Estafas,2336.0,
    5.5.1.-Estafas bancarias,1169.0,
    5.6.-Daños,4271.0,
    5.7.-Contra la propiedad intelectual/industrial,34.0,
    5.8.-Blanqueo de capitales,2.0,
    5.9.-Otros contra el patrimonio,886.0,
    6. SEGURIDAD COLECTIVA,1527.0,
    6.1.-Tráfico de drogas,403.0,
    6.2.-Contra la seguridad vial,1103.0,
    6.3.-Otros contra la seguridad colectiva,21.0,
    7. FALSEDADES,477.0,
    8. ADMÓN. PÚBLICA,5.0,
    9. ADMÓN. JUSTICIA,378.0,
    10. ORDEN PÚBLICO,544.0,
    11. LEGISLACIÓN ESPECIAL,23.0,
    12. OTRAS INFRACCIONES PENALES,124.0,
    TOTAL INFRACCIONES PENALES,43078.0,
Granada,
    1. CONTRA LAS PERSONAS,6081.0,
    1.1.-Homicidios dolosos/asesinatos,18.0,
    1.1.1.-Homicidios dolosos/asesinatos consumados,12.0,
    1.2.-Lesiones,2098.0,
    1.3.-Malos tratos ámbito familiar,1211.0,
    1.4.-Otros contra las personas,2754.0,
    2. CONTRA LA LIBERTAD,767.0,
    2.1.-Malos tratos habituales en el ámbito familiar,290.0,
    2.2.-Otros contra la libertad,477.0,
    3. LIBERTAD SEXUAL,181.0,
    3.1.-Agresión sexual,45.0,
    3.2.-Agresión sexual con penetración,22.0,
    3.3.-Corrupción de menores o incapacitados,4.0,
    3.4.-Pornografía de menores,12.0,
    3.5.-Otros contra la libertad e indemnidad sexual,98.0,
    4. RELACIONES FAMILIARES,120.0,
    5. PATRIMONIO,28410.0,
    5.1.-Hurtos,12931.0,
    5.2.-Robos con fuerza en las cosas,6037.0,
    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,2164.0,
    5.2.2.-Robos con fuerza en viviendas,1875.0,
    5.2.3.-Robos con fuerza en establecimientos,691.0,
    5.3.-Robos con violencia o intimidación,1625.0,
    5.3.1.-Robos con violencia en vía pública,1262.0,
    5.3.2.-Robos con violencia en viviendas,97.0,
    5.3.3.-Robos con violencia en establecimientos,133.0,
    5.4.-Sustracción de vehículos,1299.0,
    5.5.-Estafas,1506.0,
    5.5.1.-Estafas bancarias,96.0,
    5.6.-Daños,4390.0,
    5.7.-Contra la propiedad intelectual/industrial,61.0,
    5.8.-Blanqueo de capitales,5.0,
    5.9.-Otros contra el patrimonio,556.0,
    6. SEGURIDAD COLECTIVA,1952.0,
    6.1.-Tráfico de drogas,295.0,
    6.2.-Contra la seguridad vial,1596.0,
    6.3.-Otros contra la seguridad colectiva,61.0,
    7. FALSEDADES,366.0,
    8. ADMÓN. PÚBLICA,10.0,
    9. ADMÓN. JUSTICIA,728.0,
    10. ORDEN PÚBLICO,534.0,
    11. LEGISLACIÓN ESPECIAL,1.0,
    12. OTRAS INFRACCIONES PENALES,126.0,
    TOTAL INFRACCIONES PENALES,39276.0,
Guadalajara,
    1. CONTRA LAS PERSONAS,1340.0,
    1.1.-Homicidios dolosos/asesinatos,4.0,
    1.1.1.-Homicidios dolosos/asesinatos consumados,1.0,
    1.2.-Lesiones,514.0,
    1.3.-Malos tratos ámbito familiar,328.0,
    1.4.-Otros contra las personas,494.0,
    2. CONTRA LA LIBERTAD,147.0,
    2.1.-Malos tratos habituales en el ámbito familiar,75.0,
    2.2.-Otros contra la libertad,72.0,
    3. LIBERTAD SEXUAL,35.0,
    3.1.-Agresión sexual,7.0,
    3.2.-Agresión sexual con penetración,4.0,
    3.3.-Corrupción de menores o incapacitados,2.0,
    3.4.-Pornografía de menores,5.0,
    3.5.-Otros contra la libertad e indemnidad sexual,17.0,
    4. RELACIONES FAMILIARES,42.0,
    5. PATRIMONIO,7428.0,
    5.1.-Hurtos,2195.0,
    5.2.-Robos con fuerza en las cosas,2468.0,
    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,645.0,
    5.2.2.-Robos con fuerza en viviendas,937.0,
    5.2.3.-Robos con fuerza en establecimientos,252.0,
    5.3.-Robos con violencia o intimidación,198.0,
    5.3.1.-Robos con violencia en vía pública,128.0,
    5.3.2.-Robos con violencia en viviendas,17.0,
    5.3.3.-Robos con violencia en establecimientos,19.0,
    5.4.-Sustracción de vehículos,355.0,
    5.5.-Estafas,379.0,
    5.5.1.-Estafas bancarias,54.0,
    5.6.-Daños,1721.0,
    5.7.-Contra la propiedad intelectual/industrial,1.0,
    5.8.-Blanqueo de capitales,1.0,
    5.9.-Otros contra el patrimonio,110.0,
    6. SEGURIDAD COLECTIVA,447.0,
    6.1.-Tráfico de drogas,22.0,
    6.2.-Contra la seguridad vial,419.0,
    6.3.-Otros contra la seguridad colectiva,6.0,
    7. FALSEDADES,75.0,
    8. ADMÓN. PÚBLICA,2.0,
    9. ADMÓN. JUSTICIA,107.0,
    10. ORDEN PÚBLICO,125.0,
    11. LEGISLACIÓN ESPECIAL,0.0,
    12. OTRAS INFRACCIONES PENALES,28.0,
    TOTAL INFRACCIONES PENALES,9776.0,
Gipuzkoa,
    1. CONTRA LAS PERSONAS,3140.0,
    1.1.-Homicidios dolosos/asesinatos,14.0,
    1.1.1.-Homicidios dolosos/asesinatos consumados,4.0,
    1.2.-Lesiones,1342.0,
    1.3.-Malos tratos ámbito familiar,115.0,
    1.4.-Otros contra las personas,1669.0,
    2. CONTRA LA LIBERTAD,1282.0,
    2.1.-Malos tratos habituales en el ámbito familiar,941.0,
    2.2.-Otros contra la libertad,341.0,
    3. LIBERTAD SEXUAL,119.0,
    3.1.-Agresión sexual,40.0,
    3.2.-Agresión sexual con penetración,11.0,
    3.3.-Corrupción de menores o incapacitados,2.0,
    3.4.-Pornografía de menores,13.0,
    3.5.-Otros contra la libertad e indemnidad sexual,53.0,
    4. RELACIONES FAMILIARES,94.0,
    5. PATRIMONIO,16632.0,
    5.1.-Hurtos,5720.0,
    5.2.-Robos con fuerza en las cosas,5944.0,
    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,8.0,
    5.2.2.-Robos con fuerza en viviendas,1454.0,
    5.2.3.-Robos con fuerza en establecimientos,1197.0,
    5.3.-Robos con violencia o intimidación,491.0,
    5.3.1.-Robos con violencia en vía pública,323.0,
    5.3.2.-Robos con violencia en viviendas,48.0,
    5.3.3.-Robos con violencia en establecimientos,74.0,
    5.4.-Sustracción de vehículos,247.0,
    5.5.-Estafas,1804.0,
    5.5.1.-Estafas bancarias,7.0,
    5.6.-Daños,2135.0,
    5.7.-Contra la propiedad intelectual/industrial,6.0,
    5.8.-Blanqueo de capitales,2.0,
    5.9.-Otros contra el patrimonio,283.0,
    6. SEGURIDAD COLECTIVA,1448.0,
    6.1.-Tráfico de drogas,131.0,
    6.2.-Contra la seguridad vial,1301.0,
    6.3.-Otros contra la seguridad colectiva,16.0,
    7. FALSEDADES,224.0,
    8. ADMÓN. PÚBLICA,3.0,
    9. ADMÓN. JUSTICIA,485.0,
    10. ORDEN PÚBLICO,799.0,
    11. LEGISLACIÓN ESPECIAL,0.0,
    12. OTRAS INFRACCIONES PENALES,176.0,
    TOTAL INFRACCIONES PENALES,24402.0,
Huelva,
    1. CONTRA LAS PERSONAS,4068.0,
    1.1.-Homicidios dolosos/asesinatos,16.0,
    1.1.1.-Homicidios dolosos/asesinatos consumados,6.0,
    1.2.-Lesiones,1681.0,
    1.3.-Malos tratos ámbito familiar,761.0,
    1.4.-Otros contra las personas,1610.0,
    2. CONTRA LA LIBERTAD,517.0,
    2.1.-Malos tratos habituales en el ámbito familiar,225.0,
    2.2.-Otros contra la libertad,292.0,
    3. LIBERTAD SEXUAL,113.0,
    3.1.-Agresión sexual,30.0,
    3.2.-Agresión sexual con penetración,24.0,
    3.3.-Corrupción de menores o incapacitados,1.0,
    3.4.-Pornografía de menores,1.0,
    3.5.-Otros contra la libertad e indemnidad sexual,57.0,
    4. RELACIONES FAMILIARES,81.0,
    5. PATRIMONIO,15200.0,
    5.1.-Hurtos,6925.0,
    5.2.-Robos con fuerza en las cosas,4503.0,
    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,1375.0,
    5.2.2.-Robos con fuerza en viviendas,1512.0,
    5.2.3.-Robos con fuerza en establecimientos,516.0,
    5.3.-Robos con violencia o intimidación,465.0,
    5.3.1.-Robos con violencia en vía pública,317.0,
    5.3.2.-Robos con violencia en viviendas,36.0,
    5.3.3.-Robos con violencia en establecimientos,47.0,
    5.4.-Sustracción de vehículos,354.0,
    5.5.-Estafas,778.0,
    5.5.1.-Estafas bancarias,62.0,
    5.6.-Daños,1862.0,
    5.7.-Contra la propiedad intelectual/industrial,55.0,
    5.8.-Blanqueo de capitales,0.0,
    5.9.-Otros contra el patrimonio,258.0,
    6. SEGURIDAD COLECTIVA,1352.0,
    6.1.-Tráfico de drogas,155.0,
    6.2.-Contra la seguridad vial,1145.0,
    6.3.-Otros contra la seguridad colectiva,52.0,
    7. FALSEDADES,153.0,
    8. ADMÓN. PÚBLICA,9.0,
    9. ADMÓN. JUSTICIA,323.0,
    10. ORDEN PÚBLICO,321.0,
    11. LEGISLACIÓN ESPECIAL,3.0,
    12. OTRAS INFRACCIONES PENALES,139.0,
    TOTAL INFRACCIONES PENALES,22279.0,
Huesca,
    1. CONTRA LAS PERSONAS,829.0,
    1.1.-Homicidios dolosos/asesinatos,2.0,
    1.1.1.-Homicidios dolosos/asesinatos consumados,0.0,
    1.2.-Lesiones,371.0,
    1.3.-Malos tratos ámbito familiar,162.0,
    1.4.-Otros contra las personas,294.0,
    2. CONTRA LA LIBERTAD,101.0,
    2.1.-Malos tratos habituales en el ámbito familiar,62.0,
    2.2.-Otros contra la libertad,39.0,
    3. LIBERTAD SEXUAL,21.0,
    3.1.-Agresión sexual,2.0,
    3.2.-Agresión sexual con penetración,5.0,
    3.3.-Corrupción de menores o incapacitados,1.0,
    3.4.-Pornografía de menores,1.0,
    3.5.-Otros contra la libertad e indemnidad sexual,12.0,
    4. RELACIONES FAMILIARES,17.0,
    5. PATRIMONIO,4061.0,
    5.1.-Hurtos,1716.0,
    5.2.-Robos con fuerza en las cosas,950.0,
    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,176.0,
    5.2.2.-Robos con fuerza en viviendas,214.0,
    5.2.3.-Robos con fuerza en establecimientos,184.0,
    5.3.-Robos con violencia o intimidación,68.0,
    5.3.1.-Robos con violencia en vía pública,36.0,
    5.3.2.-Robos con violencia en viviendas,4.0,
    5.3.3.-Robos con violencia en establecimientos,16.0,
    5.4.-Sustracción de vehículos,62.0,
    5.5.-Estafas,279.0,
    5.5.1.-Estafas bancarias,49.0,
    5.6.-Daños,923.0,
    5.7.-Contra la propiedad intelectual/industrial,0.0,
    5.8.-Blanqueo de capitales,0.0,
    5.9.-Otros contra el patrimonio,63.0,
    6. SEGURIDAD COLECTIVA,339.0,
    6.1.-Tráfico de drogas,53.0,
    6.2.-Contra la seguridad vial,276.0,
    6.3.-Otros contra la seguridad colectiva,10.0,
    7. FALSEDADES,39.0,
    8. ADMÓN. PÚBLICA,1.0,
    9. ADMÓN. JUSTICIA,104.0,
    10. ORDEN PÚBLICO,155.0,
    11. LEGISLACIÓN ESPECIAL,1.0,
    12. OTRAS INFRACCIONES PENALES,31.0,
    TOTAL INFRACCIONES PENALES,5699.0,
Jaén,
    1. CONTRA LAS PERSONAS,3681.0,
    1.1.-Homicidios dolosos/asesinatos,19.0,
    1.1.1.-Homicidios dolosos/asesinatos consumados,5.0,
    1.2.-Lesiones,1294.0,
    1.3.-Malos tratos ámbito familiar,704.0,
    1.4.-Otros contra las personas,1664.0,
    2. CONTRA LA LIBERTAD,446.0,
    2.1.-Malos tratos habituales en el ámbito familiar,232.0,
    2.2.-Otros contra la libertad,214.0,
    3. LIBERTAD SEXUAL,100.0,
    3.1.-Agresión sexual,28.0,
    3.2.-Agresión sexual con penetración,8.0,
    3.3.-Corrupción de menores o incapacitados,4.0,
    3.4.-Pornografía de menores,4.0,
    3.5.-Otros contra la libertad e indemnidad sexual,56.0,
    4. RELACIONES FAMILIARES,104.0,
    5. PATRIMONIO,13050.0,
    5.1.-Hurtos,5449.0,
    5.2.-Robos con fuerza en las cosas,3061.0,
    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,815.0,
    5.2.2.-Robos con fuerza en viviendas,748.0,
    5.2.3.-Robos con fuerza en establecimientos,524.0,
    5.3.-Robos con violencia o intimidación,516.0,
    5.3.1.-Robos con violencia en vía pública,369.0,
    5.3.2.-Robos con violencia en viviendas,29.0,
    5.3.3.-Robos con violencia en establecimientos,48.0,
    5.4.-Sustracción de vehículos,394.0,
    5.5.-Estafas,855.0,
    5.5.1.-Estafas bancarias,41.0,
    5.6.-Daños,2463.0,
    5.7.-Contra la propiedad intelectual/industrial,17.0,
    5.8.-Blanqueo de capitales,2.0,
    5.9.-Otros contra el patrimonio,293.0,
    6. SEGURIDAD COLECTIVA,756.0,
    6.1.-Tráfico de drogas,191.0,
    6.2.-Contra la seguridad vial,514.0,
    6.3.-Otros contra la seguridad colectiva,51.0,
    7. FALSEDADES,183.0,
    8. ADMÓN. PÚBLICA,2.0,
    9. ADMÓN. JUSTICIA,478.0,
    10. ORDEN PÚBLICO,348.0,
    11. LEGISLACIÓN ESPECIAL,0.0,
    12. OTRAS INFRACCIONES PENALES,106.0,
    TOTAL INFRACCIONES PENALES,19254.0,
León,
    1. CONTRA LAS PERSONAS,2933.0,
    1.1.-Homicidios dolosos/asesinatos,20.0,
    1.1.1.-Homicidios dolosos/asesinatos consumados,7.0,
    1.2.-Lesiones,1137.0,
    1.3.-Malos tratos ámbito familiar,413.0,
    1.4.-Otros contra las personas,1363.0,
    2. CONTRA LA LIBERTAD,205.0,
    2.1.-Malos tratos habituales en el ámbito familiar,57.0,
    2.2.-Otros contra la libertad,148.0,
    3. LIBERTAD SEXUAL,60.0,
    3.1.-Agresión sexual,21.0,
    3.2.-Agresión sexual con penetración,6.0,
    3.3.-Corrupción de menores o incapacitados,3.0,
    3.4.-Pornografía de menores,3.0,
    3.5.-Otros contra la libertad e indemnidad sexual,27.0,
    4. RELACIONES FAMILIARES,54.0,
    5. PATRIMONIO,12631.0,
    5.1.-Hurtos,5715.0,
    5.2.-Robos con fuerza en las cosas,2938.0,
    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,610.0,
    5.2.2.-Robos con fuerza en viviendas,859.0,
    5.2.3.-Robos con fuerza en establecimientos,595.0,
    5.3.-Robos con violencia o intimidación,263.0,
    5.3.1.-Robos con violencia en vía pública,161.0,
    5.3.2.-Robos con violencia en viviendas,29.0,
    5.3.3.-Robos con violencia en establecimientos,51.0,
    5.4.-Sustracción de vehículos,264.0,
    5.5.-Estafas,700.0,
    5.5.1.-Estafas bancarias,43.0,
    5.6.-Daños,2552.0,
    5.7.-Contra la propiedad intelectual/industrial,11.0,
    5.8.-Blanqueo de capitales,0.0,
    5.9.-Otros contra el patrimonio,188.0,
    6. SEGURIDAD COLECTIVA,693.0,
    6.1.-Tráfico de drogas,50.0,
    6.2.-Contra la seguridad vial,616.0,
    6.3.-Otros contra la seguridad colectiva,27.0,
    7. FALSEDADES,78.0,
    8. ADMÓN. PÚBLICA,2.0,
    9. ADMÓN. JUSTICIA,175.0,
    10. ORDEN PÚBLICO,270.0,
    11. LEGISLACIÓN ESPECIAL,1.0,
    12. OTRAS INFRACCIONES PENALES,26.0,
    TOTAL INFRACCIONES PENALES,17128.0,
Lleida,
    1. CONTRA LAS PERSONAS,2484.0,
    1.1.-Homicidios dolosos/asesinatos,9.0,
    1.1.1.-Homicidios dolosos/asesinatos consumados,1.0,
    1.2.-Lesiones,863.0,
    1.3.-Malos tratos ámbito familiar,463.0,
    1.4.-Otros contra las personas,1149.0,
    2. CONTRA LA LIBERTAD,599.0,
    2.1.-Malos tratos habituales en el ámbito familiar,77.0,
    2.2.-Otros contra la libertad,522.0,
    3. LIBERTAD SEXUAL,73.0,
    3.1.-Agresión sexual,11.0,
    3.2.-Agresión sexual con penetración,16.0,
    3.3.-Corrupción de menores o incapacitados,0.0,
    3.4.-Pornografía de menores,6.0,
    3.5.-Otros contra la libertad e indemnidad sexual,40.0,
    4. RELACIONES FAMILIARES,221.0,
    5. PATRIMONIO,15967.0,
    5.1.-Hurtos,5882.0,
    5.2.-Robos con fuerza en las cosas,4995.0,
    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,1570.0,
    5.2.2.-Robos con fuerza en viviendas,894.0,
    5.2.3.-Robos con fuerza en establecimientos,1.0,
    5.3.-Robos con violencia o intimidación,639.0,
    5.3.1.-Robos con violencia en vía pública,0.0,
    5.3.2.-Robos con violencia en viviendas,24.0,
    5.3.3.-Robos con violencia en establecimientos,1.0,
    5.4.-Sustracción de vehículos,270.0,
    5.5.-Estafas,1225.0,
    5.5.1.-Estafas bancarias,449.0,
    5.6.-Daños,2472.0,
    5.7.-Contra la propiedad intelectual/industrial,13.0,
    5.8.-Blanqueo de capitales,0.0,
    5.9.-Otros contra el patrimonio,471.0,
    6. SEGURIDAD COLECTIVA,683.0,
    6.1.-Tráfico de drogas,128.0,
    6.2.-Contra la seguridad vial,541.0,
    6.3.-Otros contra la seguridad colectiva,14.0,
    7. FALSEDADES,182.0,
    8. ADMÓN. PÚBLICA,0.0,
    9. ADMÓN. JUSTICIA,295.0,
    10. ORDEN PÚBLICO,288.0,
    11. LEGISLACIÓN ESPECIAL,40.0,
    12. OTRAS INFRACCIONES PENALES,98.0,
    TOTAL INFRACCIONES PENALES,20930.0,
Rioja (La),
    1. CONTRA LAS PERSONAS,1623.0,
    1.1.-Homicidios dolosos/asesinatos,6.0,
    1.1.1.-Homicidios dolosos/asesinatos consumados,1.0,
    1.2.-Lesiones,666.0,
    1.3.-Malos tratos ámbito familiar,398.0,
    1.4.-Otros contra las personas,553.0,
    2. CONTRA LA LIBERTAD,195.0,
    2.1.-Malos tratos habituales en el ámbito familiar,41.0,
    2.2.-Otros contra la libertad,154.0,
    3. LIBERTAD SEXUAL,47.0,
    3.1.-Agresión sexual,9.0,
    3.2.-Agresión sexual con penetración,7.0,
    3.3.-Corrupción de menores o incapacitados,5.0,
    3.4.-Pornografía de menores,2.0,
    3.5.-Otros contra la libertad e indemnidad sexual,24.0,
    4. RELACIONES FAMILIARES,26.0,
    5. PATRIMONIO,7267.0,
    5.1.-Hurtos,3144.0,
